missing_rate,method,length_group,chunk_count,missing_count,valid_eval_count,fallback_count,abs_error_sum,sq_error_sum,ape_sum,ape_count,smape_sum,smape_count,true_min,true_max,mae,rmse,mape,smape,nrmse,exclude_warmup
0.2,function_curve_fit,mid,54,1224720,1224720,0,167596513.625,82965399232.0,139663.8345336914,1217810,93277.83386230467,1224720,0.0,10392.5244140625,136.84475931233263,260.2735877484623,0.1146844208322245,0.0761625790893466,0.0250443085220253,True
0.2,function_curve_fit,short,54,41443227,41443227,0,5615634760.0,2750558703616.0,4612596.67578125,41207591,3133643.5390625,41443197,0.0,10477.7548828125,135.50187006431713,257.6224326504125,0.1119356061309492,0.075612977904733,0.0245875605539323,True
0.2,historical_linear_extrapolation,long,54,907843,907843,0,154661040.65625,99397187232.0,108649.9125366211,903004,81694.93194580078,906542,0.0,10436.869140625,170.36099926556685,330.8884993971731,0.1203205218765599,0.0901170954526108,0.0317038083872495,True
0.2,historical_linear_extrapolation,mid,54,1224720,1224720,0,207442296.125,132592028032.0,154185.99969482422,1217810,110705.37902832033,1223046,0.0,10392.5244140625,169.37936518142922,329.0336397541774,0.1266092409282435,0.0905161204307281,0.0316606078219984,True
0.2,historical_linear_extrapolation,short,54,41443227,41443227,0,6994846176.0,4444684468224.0,5130359.8515625,41207591,3725973.734375,41380469,0.0,10477.7548828125,168.78140729726476,327.48671391259285,0.1245003584791574,0.0900418440007289,0.0312554280545153,True
0.2,mean_fill,long,54,907843,907843,17,120533710.40625,60487673504.0,89213.38192749023,903004,64259.885986328125,906232,0.0,10436.869140625,132.76933391153537,258.1238093901202,0.0987962200914838,0.0709088687955491,0.0247319196889597,True
0.2,mean_fill,mid,54,1224720,1224720,14,161327589.875,80695936640.0,128658.97265625,1217810,86921.49871826172,1222482,0.0,10392.5244140625,131.72610055767848,256.68910066846576,0.1056478208064065,0.0711024773520278,0.0246993983791975,True
0.2,mean_fill,short,54,41443227,41443227,577,5434224792.0,2686863052800.0,4312522.9765625,41207591,2917721.0546875,41361562,0.0,10477.7548828125,131.1245572648095,254.6220341559683,0.1046536056078235,0.0705418488471857,0.0243012016413597,True
0.2,road_topology_neighbor_fill,long,54,907843,907843,0,460946455.75,610200658432.0,255917.73846435547,903004,184627.24365234372,907577,0.0,10436.869140625,507.7380733783264,819.8435067052312,0.2834070928416213,0.2034287378947943,0.07855262872982,True
0.2,road_topology_neighbor_fill,mid,54,1224720,1224720,0,615274356.5,803845818880.0,356807.49072265625,1217810,248293.5479736328,1224473,0.0,10392.5244140625,502.3796104415703,810.1547330533018,0.2929910993690774,0.2027758455871487,0.077955528490946,True
