Round,Client,Local_Epoch,Train_Loss,Val_Loss
26,4,1,413.7480231812282,1597.4363164487092
26,4,2,408.5715151958584,1604.3064124065897
27,0,0,3462.3100665983607,5116.7480228611685
27,0,1,3454.0824686447963,5106.856381275615
27,0,2,3445.966874062317,5096.842669377562
27,1,0,2068.68439319087,3351.395201439951
27,1,1,2063.2741152124913,3344.74263269761
27,1,2,2057.971901260504,3338.1355842141543
27,2,0,5401.665373097962,6718.695910816461
27,2,1,5389.990496691084,6705.506388919454
27,2,2,5378.467879542883,6692.608639139525
27,3,0,2585.905089086416,3851.9061104910716
27,3,1,2579.367023078763,3844.2454659598216
27,3,2,2572.9364935427297,3836.20654296875
27,4,0,424.37583402076865,1579.8828231148098
27,4,1,410.3881236958948,1582.1383109714675
27,4,2,405.1108239215353,1587.6716733186142
28,0,0,3441.088617329296,5091.522653048156
28,0,1,3433.6788750320184,5082.5479236039955
28,0,2,3426.3788616528836,5073.467869492828
28,1,0,2052.4936044730393,3331.1445695465686
28,1,1,2047.62551358434,3325.085334329044
28,1,2,2042.8575217196253,3319.248831954657
28,2,0,5375.412614358023,6690.096150143046
28,2,1,5364.887954681212,6678.1403499119715
28,2,2,5354.51335454131,6666.50273712588
28,3,0,2567.777921715561,3830.289481026786
28,3,1,2561.8927923708547,3823.2490234375
28,3,2,2556.106370575574,3816.1105608258927
28,4,0,420.4987622373593,1566.2643140709918
28,4,1,407.5248498383516,1568.3414465862772
28,4,2,402.02249202372866,1572.8292289402175
29,0,0,3421.9862881019467,5068.817158683401
29,0,1,3415.3155400367755,5060.625592341188
29,0,2,3408.7481046225485,5052.429375320185
29,1,0,2037.9299829306722,3312.8810843673405
29,1,1,2033.5525982854078,3307.420017616422
29,1,2,2029.2656899673932,3302.2434034160538
29,2,0,5351.765586684168,6664.334830270686
29,2,1,5342.28047287632,6653.480833241637
29,2,2,5332.943056778169,6642.9851383692785
29,3,0,2551.468934351084,3810.8023856026784
29,3,1,2546.173494300064,3804.3610491071427
29,3,2,2540.9667321029974,3798.0451311383927
29,4,0,417.06646652695554,1554.0122654127038
29,4,1,405.08100331940267,1555.9009850543478
29,4,2,399.4516800590183,1559.5717189622962
