client_id,region_id,pooled_row,pooled_col,centroid_lon,centroid_lat,source_node_count,mean_total_flow,std_total_flow,peak_total_flow,is_active_region
2,535,17,25,116.555194,40.05856970750988,60,135176.59375,17405.85546875,166419.109375,True
2,534,17,24,116.537194,40.05856970750988,34,61448.203125,12300.279296875,84136.3203125,True
2,527,17,17,116.411194,40.05856970750988,267,746404.875,27152.263671875,782196.5625,True
2,526,17,16,116.393194,40.05856970750988,4,5443.64990234375,676.95947265625,5999.798828125,True
2,521,17,11,116.303194,40.05856970750988,141,337449.1875,15728.6357421875,376670.75,True
2,520,17,10,116.285194,40.05856970750988,23,67139.1328125,4594.92919921875,78321.4609375,True
2,564,18,24,116.537194,40.07656970750988,18,23094.56640625,10255.63671875,51529.17578125,True
2,565,18,25,116.555194,40.07656970750988,15,15229.7705078125,3666.863037109375,32680.560546875,True
2,566,18,26,116.573194,40.07656970750988,22,52253.10546875,1764.4058837890625,54169.3671875,True
2,567,18,27,116.591194,40.07656970750988,104,294440.5625,5682.0126953125,309949.0,True
2,597,19,27,116.591194,40.09456970750988,2,4121.27392578125,541.7339477539062,5889.69580078125,True
2,581,19,11,116.303194,40.09456970750988,23,45132.4921875,5115.72607421875,58098.49609375,True
2,607,20,7,116.231194,40.11256970750988,10,27860.78125,2155.98583984375,32494.54296875,True
2,608,20,8,116.249194,40.11256970750988,62,166202.734375,7608.18017578125,176072.875,True
2,617,20,17,116.411194,40.11256970750988,1,2909.0048828125,581.3118896484375,3680.0,True
