mechanism,missing_rate_target,scenario_tag,parameter_setting,length_mode,chunk_index,day_index,file_name,mask_path,missing_dataset_path,mask_file_count,missing_dataset_file_count,row_count,target_non_null_count,observed_missing_count,observed_missing_rate,drops_entire_day,drops_all_nodes_at_same_time,uses_row_index_mask,modifies_only_target_col,point_topup_count
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,10,10,node_flow_chunk_010.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010.parquet,1,1,4034976,4034976,201258,0.04987836358877971,False,False,True,True,157351.0
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,11,11,node_flow_chunk_011.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_011_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_011.parquet,1,1,4034976,4034976,201819,0.0500173978729985,False,False,True,True,148017.0
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,12,12,node_flow_chunk_012.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_012_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_012.parquet,1,1,4034976,4034976,201657,0.04997724893530965,False,False,True,True,150582.0
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,13,13,node_flow_chunk_013.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_013_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_013.parquet,1,1,4034976,4034976,201464,0.04992941717621121,False,False,True,True,136560.0
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,14,14,node_flow_chunk_014.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_014_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_014.parquet,1,1,4034976,4034976,201423,0.04991925602531465,False,False,True,True,155839.0
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,15,15,node_flow_chunk_015.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_015_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_015.parquet,1,1,4034976,4034976,202600,0.05021095540593054,False,False,True,True,147988.0
node_subset_temporal_outage,0.05,mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,16,16,node_flow_chunk_016.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_016_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_subset_temporal_outage__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_016.parquet,1,1,4034976,4034976,202047,0.05007390378530133,False,False,True,True,154144.0
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,0,0,node_flow_chunk_000.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_000_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_000.parquet,1,1,4034976,4034976,187774,0.046536584108554796,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,1,1,node_flow_chunk_001.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_001_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_001.parquet,1,1,4034976,4034976,199679,0.049487035362787785,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,2,2,node_flow_chunk_002.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_002.parquet,1,1,4034976,4034976,203212,0.05036262917053286,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,3,3,node_flow_chunk_003.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_003.parquet,1,1,4034976,4034976,200778,0.04975940377340534,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,4,4,node_flow_chunk_004.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_004.parquet,1,1,4034976,4034976,200099,0.04959112520124036,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,5,5,node_flow_chunk_005.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_005.parquet,1,1,4034976,4034976,201671,0.0499807185965914,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,6,6,node_flow_chunk_006.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_006.parquet,1,1,4034976,4034976,203530,0.05044144004821838,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,7,7,node_flow_chunk_007.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_007.parquet,1,1,4034976,4034976,202976,0.050304140594640466,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,8,8,node_flow_chunk_008.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_008.parquet,1,1,4034976,4034976,202091,0.050084808435043975,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,9,9,node_flow_chunk_009.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_009.parquet,1,1,4034976,4034976,202548,0.05019806809259832,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,10,10,node_flow_chunk_010.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_010.parquet,1,1,4034976,4034976,202755,0.050249369512978516,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,11,11,node_flow_chunk_011.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_011_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_011.parquet,1,1,4034976,4034976,203328,0.05039137779258167,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,12,12,node_flow_chunk_012.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_012_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_012.parquet,1,1,4034976,4034976,202853,0.050273657141950784,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,13,13,node_flow_chunk_013.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_013_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_013.parquet,1,1,4034976,4034976,203428,0.050416161087451325,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,14,14,node_flow_chunk_014.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_014_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_014.parquet,1,1,4034976,4034976,200359,0.04965556176790147,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,15,15,node_flow_chunk_015.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_015_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_015.parquet,1,1,4034976,4034976,199762,0.049507605497529604,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,16,16,node_flow_chunk_016.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_016_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_016.parquet,1,1,4034976,4034976,204014,0.05056139119538753,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,17,17,node_flow_chunk_017.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_017_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_017.parquet,1,1,4034976,4034976,201479,0.04993313467044166,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,18,18,node_flow_chunk_018.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_018_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_018.parquet,1,1,4034976,4034976,202102,0.05008753459747964,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,19,19,node_flow_chunk_019.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_019_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_019.parquet,1,1,4034976,4034976,206465,0.05116882975264289,False,False,True,True,
node_temporal_block,0.05,mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42,"mixed_short_mid_long: short=1-4@0.4, mid=5-12@0.4, long=13-24@0.2",mixed_short_mid_long,20,20,node_flow_chunk_020.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\masks\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_020_mask.parquet,E:\Jupter_Notebook\FedTrafficFlow\results\real_data_structured_missingness_setting\missing_datasets\mechanism_node_temporal_block__rate_0p05__mixed_short_mid_long__seed_42\node_flow_chunk_020.parquet,1,1,4034976,4034976,201253,0.049877124424036225,False,False,True,True,
