missing_rate,method,flow_group,missing_count,valid_eval_count,fallback_count,neighbor_available_count_sum,neighbor_coverage_sum,mean_positive_corr_sum,abs_error_sum,sq_error_sum,ape_sum,ape_count,smape_sum,smape_count,true_min,true_max,mae,rmse,mape,smape,nrmse,neighbor_available_count,neighbor_coverage,mean_positive_corr,MAE,RMSE,MAPE,sMAPE,NRMSE
0.3,function_curve_fit,low_flow,22114701,22114701,0,35101088.0,22083530.0,0.0,2239223116.0,1197026306048.0,4809908.6171875,21735250,2589206.86328125,22114648,0.0,1487.3021240234375,101.25495777672961,232.6544219475028,0.22129529760124683,0.1170810796211294,0.15642714293860346,1.5872286946135967,0.9985904851257089,0.0,101.25495777672961,232.6544219475028,0.22129529760124683,0.1170810796211294,0.15642714293860346
0.3,function_curve_fit,mid_flow,21307291,21307291,0,36908344.0,21279579.0,0.0,3265424864.0,1509724721152.0,1493936.1015625,21307291,1465154.943359375,21307291,1487.30224609375,2896.583740234375,153.25387277059295,266.18572697337123,0.07011384514167004,0.06876307942475536,0.18888045296847553,1.7321931727501163,0.998699412327921,0.0,153.25387277059295,266.18572697337123,0.07011384514167004,0.06876307942475536,0.18888045296847553
0.3,historical_linear_extrapolation,high_flow,21943156,21943156,0,44297837.0,21917175.0,0.0,3378554460.0,1838832406528.0,914440.6484375,21943156,952081.9228515625,21943156,2896.583984375,10465.24609375,153.96848384070185,289.4819764521599,0.04167315988809905,0.04338855918681718,0.038247443507035433,2.0187541391037827,0.998815986178105,0.0,153.96848384070185,289.4819764521599,0.04167315988809905,0.04338855918681718,0.038247443507035433
0.3,historical_linear_extrapolation,low_flow,22114701,22114701,0,35101088.0,22083530.0,0.0,2349082984.0,1281268203520.0,4666206.70703125,21735250,2547402.64453125,22023489,0.0,1487.3021240234375,106.22268797574971,240.70188334303373,0.2146838295870188,0.11566753317475037,0.1618379207930457,1.5872286946135967,0.9985904851257089,0.0,106.22268797574971,240.70188334303373,0.2146838295870188,0.11566753317475037,0.1618379207930457
0.3,historical_linear_extrapolation,mid_flow,21307291,21307291,0,36908344.0,21279579.0,0.0,3509448184.0,1779478063104.0,1591821.4296875,21307291,1567706.39453125,21307291,1487.30224609375,2896.583740234375,164.7064464459607,288.9895911959047,0.07470782793023759,0.07357605406202271,0.20506165191087647,1.7321931727501163,0.998699412327921,0.0,164.7064464459607,288.9895911959047,0.07470782793023759,0.07357605406202271,0.20506165191087647
0.3,mean_fill,high_flow,21943156,21943156,0,44297837.0,21917175.0,0.0,3059197824.0,1456781930496.0,827232.5908203125,21943156,858341.9951171875,21943156,2896.583984375,10465.24609375,139.414668701257,257.66043025084304,0.03769888847439778,0.03911661545482279,0.03404306157777731,2.0187541391037827,0.998815986178105,0.0,139.414668701257,257.66043025084304,0.03769888847439778,0.03911661545482279,0.03404306157777731
0.3,mean_fill,low_flow,22114701,22114701,0,35101088.0,22083530.0,0.0,2107709360.0,1082697212928.0,4440277.25390625,21735250,2331635.13671875,22023672,0.0,1487.3021240234375,95.30806498356003,221.26512808093304,0.2042892193053335,0.10586949972369503,0.14876945612258552,1.5872286946135967,0.9985904851257089,0.0,95.30806498356003,221.26512808093304,0.2042892193053335,0.10586949972369503,0.14876945612258552
0.3,mean_fill,mid_flow,21307291,21307291,0,36908344.0,21279579.0,0.0,3115162004.0,1412208939008.0,1419798.921875,21307291,1395218.765625,21307291,1487.30224609375,2896.583740234375,146.2016923690581,257.44553228908694,0.06663441738675273,0.06548081431961482,0.1826785729887671,1.7321931727501163,0.998699412327921,0.0,146.2016923690581,257.44553228908694,0.06663441738675273,0.06548081431961482,0.1826785729887671
0.3,road_topology_neighbor_fill,high_flow,21943156,21943156,7187,44297837.0,21917175.0,0.0,14515302320.0,24024222892032.0,3860856.7109375,21943156,3772662.6484375,21943156,2896.583984375,10465.24609375,661.4956535878431,1046.345543480241,0.1759481047729643,0.1719288988529043,0.13824709418381548,2.0187541391037827,0.998815986178105,0.0,661.4956535878431,1046.345543480241,0.1759481047729643,0.1719288988529043,0.13824709418381548
0.3,road_topology_neighbor_fill,low_flow,22114701,22114701,10932,35101088.0,22083530.0,0.0,8559073616.0,15229409689600.0,8582026.515625,21735250,4638645.515625,21909372,0.0,1487.3021240234375,387.03094452870965,829.8526763875162,0.3948436993190785,0.21171969308956004,0.5579583750896594,1.5872286946135967,0.9985904851257089,0.0,387.03094452870965,829.8526763875162,0.3948436993190785,0.21171969308956004,0.5579583750896594
0.3,road_topology_neighbor_fill,mid_flow,21307291,21307291,7572,36908344.0,21279579.0,0.0,9753572384.0,14916669734912.0,4542052.328125,21307291,3654025.1328125,21307291,1487.30224609375,2896.583740234375,457.75750582277215,836.7039486028234,0.21316892551591848,0.17149177400414253,0.5937095974662199,1.7321931727501163,0.998699412327921,0.0,457.75750582277215,836.7039486028234,0.21316892551591848,0.17149177400414253,0.5937095974662199
