seed,method,lambda_value,client_id,mse,rmse,mae,mape
5678,Data-loss weighted,0.5,1,17.584516525268555,4.193389622401972,3.346219539642334,5.454545468091965
5678,Data-loss weighted,0.5,2,96.90174865722656,9.843868581875043,7.387953281402588,7.8278616070747375
5678,Data-loss weighted,0.5,3,25.27165985107422,5.027092584295043,3.6614272594451904,4.930376634001732
5678,Data-loss weighted,0.5,4,220.93731689453125,14.863960336819096,12.218777656555176,41.94643199443817
5678,Data-loss weighted,0.75,0,5.850379467010498,2.418755768367385,1.9288851022720337,2.610389143228531
5678,Data-loss weighted,0.75,1,17.801891326904297,4.219228759726628,3.380589485168457,5.493230372667313
5678,Data-loss weighted,0.75,2,96.88426208496094,9.842980345655524,7.386417388916016,7.818232476711273
5678,Data-loss weighted,0.75,3,26.1562442779541,5.114317576955317,3.7701973915100098,5.049985647201538
5678,Data-loss weighted,0.75,4,231.27403259277344,15.207696491999485,12.599814414978027,42.93568432331085
5678,Data-loss weighted,1.0,0,5.861781597137451,2.4211116449138506,1.9406520128250122,2.6190174743533134
5678,Data-loss weighted,1.0,1,18.17814064025879,4.263583075332154,3.419739246368408,5.533093959093094
5678,Data-loss weighted,1.0,2,97.02568054199219,9.85016144750898,7.374902725219727,7.789669185876846
5678,Data-loss weighted,1.0,3,26.627431869506836,5.1601775036821005,3.8186731338500977,5.096343159675598
5678,Data-loss weighted,1.0,4,237.99244689941406,15.427003821203067,12.762685775756836,43.17829608917236
