seed,feature_set,method,client_id,mse,rmse,mae,mape
42,flow_time,Proposed,4,330.8497314453125,18.18927517646903,15.104649543762207,137.04453706741333
2024,flow_time,FedAvg,0,18.947546005249023,4.352877899189113,3.7143337726593018,4.629207402467728
2024,flow_time,FedAvg,1,47.06538772583008,6.860421832936374,5.510921955108643,9.164248406887054
2024,flow_time,FedAvg,2,104.92061614990234,10.243076498293973,8.410076141357422,9.336207807064056
2024,flow_time,FedAvg,3,36.0097541809082,6.000812793356263,4.892533302307129,6.25981017947197
2024,flow_time,FedAvg,4,206.36289978027344,14.36533674440921,10.948929786682129,142.1562910079956
2024,flow_time,Proposed,0,19.37984848022461,4.402254931307887,3.769030809402466,4.696447029709816
2024,flow_time,Proposed,1,47.45336151123047,6.888640033506648,5.544933319091797,9.230591356754303
2024,flow_time,Proposed,2,106.05020141601562,10.298067848679947,8.461886405944824,9.4007208943367
2024,flow_time,Proposed,3,37.39043045043945,6.114771496175425,4.985555171966553,6.381145864725113
2024,flow_time,Proposed,4,214.04937744140625,14.630426427189546,11.36083698272705,143.45937967300415
2025,flow_time,FedAvg,0,21.272037506103516,4.612161912390275,4.004875659942627,5.317573621869087
2025,flow_time,FedAvg,1,36.83158493041992,6.068903107680986,5.041592121124268,8.156103640794754
2025,flow_time,FedAvg,2,113.94306182861328,10.674411544839991,8.914941787719727,9.796199947595596
2025,flow_time,FedAvg,3,43.0289306640625,6.559644095838013,5.323212146759033,7.737934589385986
2025,flow_time,FedAvg,4,489.175537109375,22.1173130626072,19.971614837646484,819.6759223937988
2025,flow_time,Proposed,0,17.702585220336914,4.2074440246231335,3.623569965362549,4.807434231042862
2025,flow_time,Proposed,1,31.882362365722656,5.646446879739741,4.6329498291015625,7.472661137580872
2025,flow_time,Proposed,2,110.47001647949219,10.510471753422497,8.686568260192871,9.492741525173187
2025,flow_time,Proposed,3,40.092525482177734,6.331865876831073,5.072761535644531,7.3395878076553345
2025,flow_time,Proposed,4,452.8626403808594,21.280569550199058,19.261775970458984,763.0515575408936
42,flow_event,FedAvg,0,6.124657154083252,2.4748044678485717,2.007295846939087,2.5731178000569344
42,flow_event,FedAvg,1,19.763973236083984,4.4456690425721055,3.5634067058563232,5.730379745364189
42,flow_event,FedAvg,2,93.65504455566406,9.677553645196912,7.903210163116455,8.500267565250397
