experiment,scenario,method,metric,mean,std,ci95_lower,ci95_upper,best,worst,n
fed_robustness,gradient_noise@0.02,FedAvg,mape,46.52382384985685,27.827815907699204,22.131667740150405,70.9159799595633,14.49703797698021,92.30282291769981,5
fed_robustness,gradient_noise@0.02,FedAvg,r2,0.2097315742840809,0.1131625597722274,0.11054021722991614,0.30892293133824567,0.3076989224476578,-0.005590184417513422,5
fed_robustness,gradient_noise@0.02,FedAvg,communication_rounds,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.02,FedAvg,convergence_round,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.02,Proposed,mae,6.048326072692871,0.4122318341932047,5.686988938424663,6.409663206961079,5.436922550201416,6.605038118362427,5
fed_robustness,gradient_noise@0.02,Proposed,rmse,7.6956510976798045,0.35571439663043375,7.383853681674943,8.007448513684665,7.265001565975721,8.250430732421744,5
fed_robustness,gradient_noise@0.02,Proposed,mape,45.63554061949253,26.8044507904136,22.140403585262725,69.13067765372233,14.47571188211441,88.93318764865398,5
fed_robustness,gradient_noise@0.02,Proposed,r2,0.21937808514173165,0.10003524291798532,0.1316933286440864,0.3070628416393769,0.3067263533498683,0.030904717287747817,5
fed_robustness,gradient_noise@0.02,Proposed,communication_rounds,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.02,Proposed,convergence_round,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.05,FedAvg,mae,6.391560297012329,0.4338111401754214,6.011308067071387,6.77181252695327,5.855058288574218,6.988456916809082,5
fed_robustness,gradient_noise@0.05,FedAvg,rmse,8.027318467995432,0.3276742433773597,7.740099329989738,8.314537606001126,7.546557893032866,8.521123015934531,5
fed_robustness,gradient_noise@0.05,FedAvg,mape,50.99773773550987,33.53971735341066,21.598879259754494,80.39659621126525,15.540601909160614,106.91157557070255,5
fed_robustness,gradient_noise@0.05,FedAvg,r2,0.12222419053418761,0.10429776506934484,0.030803168636415232,0.21364521243196,0.20894496578093377,-0.08199100894738438,5
fed_robustness,gradient_noise@0.05,FedAvg,communication_rounds,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.05,FedAvg,convergence_round,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.05,Proposed,mae,6.362835378646851,0.384000002647322,6.026244535809283,6.699426221484419,5.839072942733765,6.912795162200927,5
fed_robustness,gradient_noise@0.05,Proposed,rmse,8.010643323263555,0.2896034454790491,7.756794710944706,8.264491935582404,7.554936345868947,8.464477441104467,5
fed_robustness,gradient_noise@0.05,Proposed,mape,50.22449667006731,32.506069356764456,21.731670610952424,78.7173227291822,15.57024635374546,103.13425198197365,5
fed_robustness,gradient_noise@0.05,Proposed,r2,0.1288333826828778,0.08914234375982724,0.05069667327719167,0.20697009208856393,0.23064973971443906,-0.033192850092073733,5
fed_robustness,gradient_noise@0.05,Proposed,communication_rounds,3.0,0.0,3.0,3.0,3.0,3.0,5
fed_robustness,gradient_noise@0.05,Proposed,convergence_round,3.0,0.0,3.0,3.0,3.0,3.0,5
